Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
200575,2020,01/20/2021,Milford,770 ORANGE AVE,271950.00,532000.00,0.5111,Residential,Single Family,,,,
150203,2015,12/01/2015,Danbury,158 TRIANGLE ST,113900.00,108000.00,1.05462963,Single Family,Single Family,25 - Other,K13056 - DISTRESSED SALE - GRANTOR WAS FORECLOSED ON ON NEXT DOOR PROPERTY,,POINT (-73.43326 41.3977)
60328,2006,09/04/2007,East Hampton,85 N MAIN ST UT 10C,79520.00,130000.00,0.611692308,Condo,Condo,,,,
180204,2018,12/19/2018,Greenwich,34 CONNECTICUT AVE,571410.00,1015000.00,0.5629,Single Family,Single Family,,,,
20173,2002,11/22/2002,Fairfield,1869 CROSS HWY,605570.00,925000.00,0.65467027,,,,,,
80169,2008,06/08/2009,Stonington,BARNES RD,191200.00,150000.00,1.274666667,,,01 - Family,Grantor/one of Grantees are related (Linehan/OKeefe),,
110399,2011,07/27/2012,Middletown,76 LAKESIDE AVE,201960.00,191000.00,1.057382199,Single Family,Single Family,,INCLUDES SEPARATE VACANT LOT,,
200419,2020,02/04/2021,New Haven,769 DIXWELL AV,74200.00,190000.00,0.3905,Residential,Two Family,,,,
160402,2016,07/10/2017,Naugatuck,134 BARN FINCH,89060.00,129000.00,0.690387597,Condo,Condo,,ARMS LENGTH,,
50278,2005,12/30/2005,East Hartford,509 BURNSIDE AVE B 17,13100.00,45000.00,0.291111111,,,1,,,
160551,2016,05/22/2017,Meriden,74 LIBERTY ST,97500.00,196000.00,0.49744898,Two Family,Two Family,,,,
190264,2019,05/05/2020,Vernon,80-21 COUNTRY LN,93740.00,141000.00,0.6648,Condo,Condo,,,,
160237,2016,01/19/2017,Middletown,95 BYSTREK DR,213910.00,336000.00,0.636636905,Single Family,Single Family,,,,
41205,2004,01/27/2005,Bridgeport,49 BRITTIN AVE,186550.00,398000.00,0.468718593,,,,,,
50066,2005,10/27/2005,Shelton,65 STENDAHL DR,123620.00,200000.00,0.6181,,,1,,,POINT (-73.16113 41.3513)
90053,2009,11/12/2009,East Haven,2 OLD TOWN HWY #1,297500.00,375000.00,0.793333333,Condo,Condo,,,,
11870,2001,06/06/2002,Bridgeport,8312 N BISHOP AVE,687960.00,50000.00,13.7592,,,6,,,
60172,2006,03/12/2007,Southbury,243A HERITAGE VLG,126210.00,255000.00,0.494941176,Condo,Condo,,,,POINT (-73.22516 41.48984)
190197,2019,02/14/2020,Trumbull,125 MIDDLEBROOKS AVE,203560.00,412500.00,0.4935,Single Family,Single Family,,,,
170099,2017,06/01/2018,Litchfield,208 HUNTER DR,250300.00,329000.00,0.7607,Condo,Condo,,,,
160009,2016,10/07/2016,New Fairfield,18 PEACEFUL DR,263700.00,400000.00,0.65925,Single Family,Single Family,,,,
42133,2004,09/21/2005,Southington,54 PEBBLE DR,202300.00,436000.00,0.463990826,,,,,,
140190,2014,12/29/2014,Fairfield,668 KINGS HIGHWAY,378210.00,455000.00,0.831230769,Condo,Condo,,,,
130542,2013,09/16/2014,Trumbull,161 PINEWOOD TRAIL,281800.00,535000.00,0.526728972,Single Family,Single Family,,,,
70005,2007,10/02/2007,Norwich,58 FOREST VIEW DR,0.00,225000.00,0,Condo,Condo,07 - Change in Property,,,
30418,2003,08/17/2004,North Haven,511 ELM ST UT 12 6,144060.00,202500.00,0.711407407,,,,,,
90722,2009,07/09/2010,Norwalk,55 NOAHS LANE EXT,294630.00,462500.00,0.637037838,Single Family,Single Family,,,,POINT (-73.40416 41.14885)
11379,2001,08/29/2002,Stratford,208 BREAKERS LANE,150500.00,265000.00,0.567924528,,,,,,
30057,2003,12/03/2003,Ellington,1 ABBOTT RD UT 184,44390.00,92500.00,0.479891892,,,,,,
181907,2018,09/16/2019,Bridgeport,100 ALEXANDER AVE,131600.00,192500.00,0.683636364,Single Family,Single Family,,,,
10274,2001,04/09/2002,Westport,25 OLD RD,271800.00,405000.00,0.671111111,,,,,,
110601,2011,06/18/2012,Norwalk,89 COMSTOCK HILL AVE,658560.00,885000.00,0.744135593,Single Family,Single Family,25 - Other,SALE FROM RELOCATION COMPANY,,
30768,2003,06/23/2004,East Hartford,51-55 WOODLAWN CIR,66740.00,108000.00,0.617962963,,,13,,,POINT (-72.59378 41.78012)
50180,2005,02/16/2006,Killingly,MOCKINGBIRD DR UT 12,0.00,199900.00,0,,,7,,,
90550,2009,05/27/2010,Danbury,8 TAAGAN POINT DR,179500.00,229900.00,0.78077425,Single Family,Single Family,,I06049,,
80474,2008,08/17/2009,Wallingford,8 SUMMERHILL RD,148050.00,187500.00,0.7896,Condo,Condo,,,,
60108,2006,08/13/2007,Prospect,19 OLD SCHOOLHOUSE RD,236020.00,410000.00,0.575658537,Single Family,Single Family,,,,
20512,2002,01/16/2003,Norwalk,81 ROWAYTON WOODS DR,80570.00,234000.00,0.344316239,,,,,,
200459,2020,03/31/2021,Shelton,47 GOLDEN HILL LA,610330.00,850000.00,0.718,Residential,Single Family,,,,POINT (-73.1493 41.35653)
200296,2020,03/25/2021,Farmington,15 YORKSHIRE COURT,328590.00,575000.00,0.5714,Residential,Condo,,RESALE-THIS UNIT SOLD FOR $550000 ON 6/28/2019 WHEN IT WAS NEW,,POINT (-72.78198 41.74551)
40612,2004,04/18/2005,Norwich,6 BEECH DR,231000.00,510000.00,0.452941176,,,,,,POINT (-72.08287 41.53915)
10467,2001,04/15/2002,Middletown,44 ANDREW ST,92100.00,157000.00,0.586624204,,,,,,
10212,2001,07/22/2002,Old Lyme,67 SWAN AVE,81800.00,194000.00,0.421649485,,,,,,
1500101,2015,08/09/2016,Killingworth,7 PARTRIDGE HOLLOW,261440.00,389900.00,0.670530905,Single Family,Single Family,,,,POINT (-72.61515 41.42021)
140225,2014,02/23/2015,Meriden,32 VILLAGE VIEW,112770.00,147000.00,0.767142857,Condo,Condo,,,,
52009,2005,06/01/2006,Danbury,9 AUBURN ST,140500.00,250000.00,0.562,,,,,,
170818,2017,08/14/2018,Manchester,39 EAST ELDRIDGE STREET,142200.00,228900.00,0.6212,Single Family,Single Family,,,,
30912,2003,09/02/2004,Shelton,RIVER RD,62370.00,1800000.00,0.03465,,,7,,,
60009,2006,10/31/2006,Woodbridge,28 NORTHROP RD,281470.00,435000.00,0.647057471,Single Family,Single Family,,,,
50035,2005,12/29/2005,Salem,76 HAGEN RD,201340.00,499900.00,0.402760552,,,,,,POINT (-72.27052 41.47854)
110588,2011,09/06/2012,New Britain,33 CANDLEWOOD LN,141470.00,178000.00,0.794775281,Two Family,Two Family,,,,POINT (-72.80645 41.68974)
90256,2009,07/29/2010,Killingly,961 NO MAIN ST,101500.00,167000.00,0.607784431,Two Family,Two Family,,,,
80278,2008,05/04/2009,Fairfield,220 SOUTHPORT WOODS DRIVE,272720.00,262500.00,1.038933333,Condo,Condo,,,,
50445,2005,09/13/2006,Waterford,62 RIDGEWOOD AVE,117140.00,61000.00,1.920327869,,,1,,,
20108,2002,12/30/2002,East Lyme,241 BOSTON POST RD,149380.00,192930.00,0.774270461,,,8,,,
182157,2018,08/20/2019,Waterbury,396 NORTH WALNUT ST,79470.00,82500.00,0.9632,Single Family,Single Family,14 - Foreclosure,,,
190739,2019,02/18/2020,Bridgeport,183 KENNEDY DR,64120.00,138000.00,0.4646,Condo,Condo,14 - Foreclosure,,,
180102,2018,09/23/2019,Canterbury,578 SO CANTERBURY RD,116500.00,183333.00,0.6354,Single Family,Single Family,25 - Other,NOT ON MLS,,
130427,2013,06/27/2014,Wallingford,37 HALLMARK HILL,163000.00,152500.00,1.068852459,Condo,Condo,26 - Rehabilitation Deferred,,,
60709,2006,08/16/2007,Glastonbury,7 MARK DR,136600.00,291000.00,0.469415808,Single Family,Single Family,,,,
10809,2001,05/22/2002,West Hartford,889 FARMINGTON AVE 1 3I,42400.00,93000.00,0.455913978,,,,,,
12135,2012,04/23/2013,Monroe,20 OAKWOOD DR,200620.00,250000.00,0.80248,Single Family,Single Family,,,,
40809,2004,07/18/2005,Torrington,672 PROSPECT ST,81100.00,126000.00,0.643650794,,,,,,
180230,2018,09/18/2019,Oxford,OLD GOOD HILL RD,43800.00,67500.00,0.6488,,,,,,
70059,2007,10/29/2007,East Hartford,53 JOHN ST,85070.00,78100.00,1.089244558,Single Family,Single Family,14 - Foreclosure,,,
20711,2002,08/01/2003,Enfield,7 CORNELL DR,70000.00,155900.00,0.449005773,,,,,,
30878,2003,02/13/2004,Waterbury,164 COUNTRY CLUB RD,104370.00,192000.00,0.54359375,,,,,,POINT (-73.07059 41.54508)
60428,2006,06/11/2007,Windsor,59 COLTON ST,100450.00,170000.00,0.590882353,Single Family,Single Family,,,,
90117,2009,12/02/2009,Greenwich,"73 HALSEY DR,OG,CT 06870",570920.00,801000.00,0.712759051,Single Family,Single Family,,12-1112/s,,
31184,2003,07/01/2004,Meriden,187 S BROAD ST,58030.00,100000.00,0.5803,,,,,,
90116,2009,11/06/2009,Stamford,55 MIDDLEBURY STREET,335290.00,310000.00,1.081580645,Single Family,Single Family,14 - Foreclosure,SALE OF A FORECLOSED PROPERTY,,POINT (-73.50558 41.05392)
70174,2007,07/07/2008,Wolcott,35 WOODRUFF AVE,197320.00,230000.00,0.857913043,Single Family,Single Family,,,,
18352,2018,07/22/2019,Ridgefield,95 WILTON RD WEST,295830.00,430000.00,0.6879,Single Family,Single Family,,,,
20179,2002,01/29/2003,Montville,1478 RT 163,38250.00,38000.00,1.006578947,,,7,,,
140198,2014,04/13/2015,Waterford,13A WIEMES CT,5850.00,2500.00,2.34,,,25 - Other,this property is leased to Town of Waterford who has a pumping station on it,,POINT (-72.15593 41.33762)
180314,2018,03/06/2019,Wallingford,5 PARK POND CIR,168400.00,35868.00,4.6949,Single Family,Single Family,08 - Part Interest,,,POINT (-72.84083 41.49101)
51184,2005,02/27/2006,Waterbury,1514 BALDWIN ST &,84280.00,177000.00,0.476158192,,,24,,,
190366,2019,02/04/2020,New Britain,230 COUNTRY CLUB RD,110740.00,154800.00,0.7154,Single Family,Single Family,14 - Foreclosure,,,
100325,2010,09/29/2011,Naugatuck,600 MAY ST,170260.00,220000.00,0.773909091,Single Family,Single Family,,,,
170153,2017,02/26/2018,East Lyme,9 ALEXANDER DR,444640.00,541000.00,0.8218,Single Family,Single Family,,,,
20003,2002,10/01/2002,Stafford,25 LAUREL DR,97160.00,220000.00,0.441636364,,,,,,
190516,2019,04/14/2020,Salem,39 EAST HADDAM RD,199900.00,255000.00,0.7839,Single Family,Single Family,,,,
40271,2004,02/23/2005,Groton,18 SPYGLASS CIR,98140.00,245900.00,0.399105327,,,,,,
40590,2004,05/06/2005,Manchester,41 VALLEY VW RD LT 233,37800.00,377775.00,0.100059559,,,7,,,POINT (-72.5254 41.77546)
12323,2012,09/06/2013,Madison,64 NECK ROAD,366600.00,380000.00,0.964736842,Single Family,Single Family,,,,POINT (-72.62951 41.27589)
800206,2008,01/02/2009,Bristol,131 MECHANIC ST,163800.00,210000.00,0.78,Single Family,Single Family,,,,POINT (-72.91181 41.67862)
19405,2019,04/24/2020,East Hartford,30 HILLSIDE ST UNIT C2,41570.00,52500.00,0.7918,Condo,Condo,,,,
190188,2019,09/25/2020,Prospect,6 PINECREST DR,121670.00,255000.00,0.477137255,Single Family,Single Family,,RATIO TOO LOW,,
12473,2012,10/10/2012,Manchester,136 SCHOOL STREET,135700.00,87000.00,1.559770115,Two Family,Two Family,14 - Foreclosure,,,
200214,2020,02/08/2021,Simsbury,5 JOYCE LANE,392650.00,630000.00,0.6232,Residential,Single Family,,,,
50236,2005,12/01/2005,West Hartford,3 BURNHAM DR,92750.00,244000.00,0.380122951,,,,,,
40849,2004,04/22/2005,Meriden,201 DEBBIE DR,39130.00,139000.00,0.281510791,,,,,,
160025,2016,10/12/2016,Bristol,25 PRATT ST,131530.00,229500.00,0.573115468,Three Family,Three Family,,,,POINT (-72.95126 41.67084)
12582,2012,07/02/2013,Milford,85 VISCOUNT DRIVE UB29,154620.00,194000.00,0.797010309,Condo,Condo,,,,
130231,2013,02/06/2014,Hamden,62 MARNE ST,231350.00,135000.00,1.713703704,Single Family,Single Family,25 - Other,SALE INCLUDES 2 PROPS - OTHER IS 64 MARNE ST; ASMT IS FOR BOTH PROPERITES,,
120829,2012,08/12/2013,West Hartford,35 STRATFORD RD,340550.00,630000.00,0.540555556,Single Family,Single Family,,,,
181109,2018,09/18/2019,West Hartford,893 FARMINGTON AVENUE 2-4K,105210.00,127500.00,0.8251,Condo,Condo,,,,
1900017,2019,10/24/2019,Wolcott,17 RUSTIC ACRES DR,180160.00,250000.00,0.7206,Single Family,Single Family,25 - Other,"PER MLS MOTIVATED SELLER ""PRICED TO SELL""",,
200217,2020,01/19/2021,East Haven,560 SILVER SANDS RD #1902,151720.00,275000.00,0.551709091,Residential,Condo,,,,POINT (-72.87918 41.24899)
40225,2004,04/29/2005,Seymour,19 PARAMOUNT DR,38640.00,71666.00,0.539167806,,,,,,
30006,2003,10/06/2003,Windham,366 ASH ST UT 27,53760.00,116000.00,0.463448276,,,,,,
41221,2004,07/06/2005,New Britain,462 CHURCH ST,88340.00,212000.00,0.416698113,,,,,,POINT (-72.76917 41.66767)
190357,2019,04/02/2020,Oxford,43 GREENBRIAR RD,194900.00,268000.00,0.7272,Single Family,Single Family,10 - A Will,,,
140214,2014,01/21/2015,Southington,4 PINE GROVE RD,0.00,116124.00,0,,,07 - Change in Property,New construction-mobile home,,
800172,2008,06/12/2009,Westport,39 GORHAM AVE,711300.00,817000.00,0.870624235,Single Family,Single Family,,,,POINT (-73.35685 41.15017)
90097,2009,03/10/2010,Stonington,22 WILLOW ST,479700.00,510000.00,0.940588235,Single Family,Single Family,,1 SINGLE FAM 1 2-FAM,,POINT (-71.96585 41.35468)
20333,2020,03/31/2021,Watertown,38 WHEELER ST,190700.00,269000.00,0.7089,Residential,Single Family,,,,
190095,2019,05/27/2020,Somers,21 MASON LANE,325200.00,550000.00,0.5913,Single Family,Single Family,,,,
40184,2004,01/28/2005,Montville,17 MCCULLEY PL,12300.00,35000.00,0.351428571,,,,,,POINT (-72.10625 41.4382)
90121,2009,04/14/2010,East Hampton,57 CHESTNUT HILL RD,151400.00,235000.00,0.644255319,Single Family,Single Family,,,,
15060,2015,08/09/2016,Woodstock,73 BULL HILL RD,376200.00,524200.00,0.717665013,Single Family,Single Family,,,,
140124,2014,06/11/2015,Oxford,8 RANDALL DR,234300.00,417400.00,0.561332056,Single Family,Single Family,,,,
90470,2009,05/25/2010,Greenwich,"30 DAWN HARBOR LANE, RIV,CT 06",2024540.00,2950000.00,0.686284746,Single Family,Single Family,,05-1280  rato .69,,
15007,2015,10/01/2015,Milford,29 LUCIUS CT,155430.00,307000.00,0.506286645,Condo,Condo,,,,
52691,2005,07/10/2006,Bridgeport,201 BRETTON ST UT C4,37665.00,105000.00,0.358714286,,,,,,
40706,2004,09/29/2005,South Windsor,41 EAGLE RUN,24960.00,352900.00,0.070728252,,,7,,,
70088,2007,01/24/2008,New London,115 RIVERVIEW AVE,108780.00,148000.00,0.735,Single Family,Single Family,14 - Foreclosure,,,POINT (-72.10291 41.33789)
14605,2014,09/28/2015,Glastonbury,507 COUNTRY CLUB RD,451800.00,790000.00,0.571898734,Single Family,Single Family,28 - Use Assessment,,,POINT (-72.55963 41.65664)
17100,2017,06/25/2018,Old Saybrook,16 FIRST AVENUE,186400.00,252000.00,0.7396,Single Family,Single Family,,,,POINT (-72.36227 41.32179)
50313,2005,02/10/2006,Shelton,38 SPORTSMAN DR,184730.00,400000.00,0.461825,,,,,,
133695,2013,07/16/2014,West Hartford,115 MOUNTAIN ROAD,268520.00,378000.00,0.71037037,Single Family,Single Family,,,,
180119,2018,11/19/2018,West Hartford,77 GREENHURST ROAD,222530.00,320000.00,0.6954,Single Family,Single Family,,,,
100485,2010,03/17/2011,Stamford,1 BROAD STREET #12A,761640.00,820350.00,0.928432986,Condo,Condo,,,,POINT (-73.54271 41.05558)
90029,2009,09/13/2010,Franklin,155 LEBANON RD,203280.00,255000.00,0.797176471,Single Family,Single Family,,,,
31056,2003,02/27/2004,Waterbury,65 CABLES AVE D7,87150.00,140000.00,0.6225,,,,,,POINT (-73.04475 41.56613)
120474,2012,08/20/2013,Torrington,189 LOVERS LN UNIT 69,87570.00,80000.00,1.094625,Condo,Condo,14 - Foreclosure,OUT OF FORECLOSURE,,
141207,2014,07/29/2015,Norwalk,88 MAIN ST,183370.00,285000.00,0.643403509,,,,,,
190524,2019,12/26/2019,Bridgeport,154 SUMMERFIELD AVE,120790.00,244000.00,0.495,Two Family,Two Family,,,,POINT (-73.16195 41.18964)
90146,2009,05/03/2010,Montville,16 FRANCES ST,140120.00,173000.00,0.809942197,Single Family,Single Family,25 - Other,RENTED BEFORE PURCHASE,,
130042,2013,01/08/2014,Thompson,20 BABULA RD,150000.00,215000.00,0.697674419,Single Family,Single Family,,,,
180135,2018,11/23/2018,West Hartford,103 ABBOTSFORD AVENUE,102620.00,155000.00,0.662,Single Family,Single Family,,,,
20141,2020,11/18/2020,Newtown,21 CHESTNUT HILL ROAD,181580.00,385000.00,0.4716,Residential,Single Family,,,,POINT (-73.21256 41.38864)
200336,2020,12/02/2020,Norwalk,20 FAIRVIEW AVE UNIT 5,188650.00,300000.00,0.6288,Residential,Condo,,1-18-11-5,,
10120,2001,02/28/2002,Ansonia,12 HEMLOCK DR,87220.00,160000.00,0.545125,,,,,,
190002,2019,10/02/2019,East Windsor,2202 MEADOWVIEW DR,126030.00,184000.00,0.6849,Single Family,Single Family,,,,
62411,2006,08/29/2007,Bridgeport,933-937 KOSSUTH ST,115920.00,345000.00,0.336,Two Family,Two Family,,,,
80002,2008,10/09/2008,Redding,12 WOODLAND DR,343800.00,353000.00,0.973937677,Single Family,Single Family,,,,
14106,2014,01/21/2015,Darien,2178 BOSTON POST ROAD,394800.00,762500.00,0.517770492,Single Family,Single Family,,,,
70144,2007,04/10/2008,New London,327 MONTAUK AVE.,140560.00,145000.00,0.96937931,Single Family,Single Family,14 - Foreclosure,,,
90156,2009,11/04/2009,Bridgeport,233 DEACON STREET,182760.00,97000.00,1.884123711,Three Family,Three Family,14 - Foreclosure,INTER-CORPORATION,,
20103,2002,05/30/2003,Essex,27 S MAIN ST 5,81730.00,207500.00,0.393879518,,,,,,POINT (-72.3938 41.35141)
190218,2019,04/15/2020,Waterford,161 OLD NORWICH RD,171460.00,289900.00,0.5914,Single Family,Single Family,,,,
18327,2018,08/09/2019,North Haven,44 POND HILL RD,239020.00,345000.00,0.6928,Single Family,Single Family,,,,
200721,2020,06/11/2021,Middletown,171 EASTERN DR,89790.00,243000.00,0.3695,Residential,Single Family,,,,
40019,2004,10/29/2004,Portland,158 APPLE TREE LN,255150.00,580000.00,0.439913793,,,,,,POINT (-72.58834 41.62624)
180391,2018,04/30/2019,Enfield,55 WEST SHORE DR,99770.00,154900.00,0.644,Single Family,Single Family,,,,
160306,2016,12/21/2016,Waterbury,6 LOWELL AVE,81770.00,82000.00,0.997195122,Single Family,Single Family,25 - Other,ESTATE SALE,,
50021,2005,10/03/2005,Norwalk,19 COTTAGE ST,202370.00,387200.00,0.522649793,,,,,,
170733,2017,07/02/2018,New Haven,15 ORANGE AV # 311,150360.00,279000.00,0.5389,Condo,Condo,,,,POINT (-72.94974 41.2974)
200677,2020,08/10/2021,Groton,56 EAST SHORE AVE,655340.00,935500.00,0.700523784,Residential,Single Family,,,,POINT (-72.00393 41.31563)
40434,2004,09/13/2005,Cromwell,1216 CROMWELL HLS DR,47280.00,129500.00,0.365096525,,,,,,
60484,2006,08/20/2007,Cheshire,80 MANOR DR,173960.00,323000.00,0.538575851,Single Family,Single Family,,,,POINT (-72.92005 41.50119)
181020,2018,08/21/2019,West Hartford,4 TROUT BROOK TERRACE,128100.00,210000.00,0.61,Single Family,Single Family,,,,
2000161,2020,10/20/2020,Stamford,51 NEWFIELD DRIVE,429750.00,618000.00,0.6953,Residential,Single Family,,,,POINT (-73.53387 41.1069)
151093,2015,09/02/2016,Stratford,55 LAMBERT DR,160020.00,211300.00,0.757311879,Single Family,Single Family,14 - Foreclosure,,,
70002,2007,10/02/2007,Watertown,166 ICE HOUSE RD,259600.00,375000.00,0.692266667,Condo,Condo,,,,
101244,2010,09/28/2011,Stamford,101 GROVE STREET # 28,281650.00,300000.00,0.938833333,Condo,Condo,,,,POINT (-73.53413 41.05746)
10227,2001,05/30/2002,Suffield,358 HALLADAY DR,60760.00,95000.00,0.639578947,,,14,,,
151458,2015,08/31/2016,Norwalk,41 WOLFPIT AVE UNIT 2K,9941120.00,64169.00,154.920912,,,08 - Part Interest,DREAMY HOLLOW COOP,,
16129,2016,12/23/2016,Farmington,6 DIAMOND GLEN RD,259560.00,350000.00,0.7416,Single Family,Single Family,,,,
110131,2011,01/26/2012,Middletown,144 WASHINGTON ST,223160.00,365000.00,0.61139726,,,,,,
40155,2004,11/04/2004,Milford,45 AUDUBON CLOSE,148960.00,355000.00,0.419605634,,,,,,
30225,2003,08/18/2004,Orange,25 BRIERWOOD DR,389000.00,989000.00,0.393326593,,,,,,POINT (-73.03142 41.28526)
21431,2002,09/16/2003,Hartford,65-67 WHITMORE ST,87570.00,243000.00,0.36037037,,,1,,,
10858,2001,05/01/2002,Hartford,51 AMITY ST,42420.00,55000.00,0.771272727,,,14,,,
130403,2013,06/30/2014,Shelton,384 HOWE AVE UNIT 3F,73290.00,91000.00,0.805384615,Condo,Condo,,SHELTON VICTORIAN CONDO,,
20239,2002,05/16/2003,Clinton,4 LOOP RD,153900.00,380000.00,0.405,,,,,,
60131,2006,10/06/2006,Norwalk,64 SHOREFRONT PARK,600390.00,1412000.00,0.425205382,Single Family,Single Family,,,,
21017,2002,03/04/2003,Stamford,202 SOUNDVIEW AVE 17,136430.00,340000.00,0.401264706,,,,,,
130129,2013,07/01/2014,Brooklyn,87 CHRISTIAN HILL RD,169400.00,235000.00,0.720851064,Single Family,Single Family,,,,
18272,2018,05/13/2019,Newtown,105 WALNUT TREE HILL ROAD,313200.00,575000.00,0.5446,Single Family,Single Family,,,,
160027,2016,11/02/2016,Bethel,6 ALLAN WAY,299340.00,405000.00,0.739111111,Single Family,Single Family,,,,
201289,2020,08/05/2021,New Haven,107 ROGER RD,193970.00,355000.00,0.5463,Residential,Single Family,,,,
200295,2020,12/22/2020,Middletown,676 SAYBROOK RD,98350.00,188000.00,0.5231,Residential,Two Family,,,,
31823,2003,05/28/2004,Stamford,32 RIVER HL DR,192640.00,585000.00,0.329299145,,,,,,
31647,2003,07/28/2004,Danbury,15 JEANETTE RD,133400.00,285000.00,0.468070175,,,,,,
190013,2019,10/18/2019,Canton,55 DOWD AVENUE UNIT 11,70720.00,104900.00,0.6742,Condo,Condo,,,,
16057,2016,11/22/2016,Darien,35 FAIRVIEW AVE,821030.00,617500.00,1.329603239,Single Family,Single Family,08 - Part Interest,,,
13703,2013,03/21/2014,Stamford,44 STRAWBERRY HILL AVE # 5C,113790.00,202500.00,0.561925926,Condo,Condo,,,,
18001,2018,10/02/2018,Andover,8 LAKE RD,176100.00,264000.00,0.667045455,Single Family,Single Family,,,,POINT (-72.36814 41.72246)
190306,2019,12/27/2019,Norwalk,71 AIKEN ST UNIT I/5,170600.00,225000.00,0.7582,Condo,Condo,,5-21-382-I/5,,
91057,2009,07/01/2010,Stamford,65 BLUE ROCK DRIVE,616510.00,302575.00,2.03754441,Single Family,Single Family,08 - Part Interest,PARTIAL INTEREST TRANSFERRED,,
10009,2001,10/23/2001,Sharon,134 SHARON VALLEY RD,85800.00,84000.00,1.021428571,,,8,,,POINT (-73.49326 41.88291)
190127,2019,03/31/2020,Ellington,23 CRYSTAL RIDGE DR,266410.00,385000.00,0.692,Single Family,Single Family,,,,
70174,2007,07/09/2008,Oxford,108 OXFORD RD,190280.00,540000.00,0.35237037,Single Family,Single Family,,,,POINT (-73.09552 41.40873)
60040,2006,12/15/2006,Thompson,13 WESTSIDE DR 93,103700.00,7500.00,13.82666667,Condo,Condo,10 - A Will,,,
40524,2004,04/04/2005,Middletown,303 CARRIAGE XING LN,50860.00,97000.00,0.524329897,,,,,,
200672,2020,07/14/2021,Glastonbury,240 LEXINGTON RD,279700.00,505000.00,0.5538,Residential,Single Family,,,,POINT (-72.57948 41.73223)
41274,2004,05/25/2005,Danbury,77 DEER HL AVE,277300.00,515000.00,0.538446602,,,,,,POINT (-73.45011 41.38592)
